N,naive,vectorized,prange,dask,cupy
100,0.8821242954581976,0.5046125035732985,0.7173071149736643,1.6261203680187464,0.38156090304255486
200,2.336852764710784,2.066253684461117,0.03397469408810139,1.7031274270266294,0.2953670918941498
500,9.634058177471161,15.721137495711448,0.06560590118169785,4.68377061188221,0.9875026997178793
1000,32.03972629271448,58.215422416105866,0.16012811101973057,15.441605122759938,3.4892788156867027
2000,114.34934027493,233.75850971788168,0.5328606814146042,57.79610010795295,13.976329891011119
3000,249.98341356404126,520.218339888379,1.1292703915387392,135.3140752762556,31.8232199177146
